葛飾区,12721.6
江戸川区,13644.8
江東区,11537.8
港区,10085.1
新宿区,17899.6
杉並区,16154.3
世田谷区,15102.2
足立区,12846.4
大田区,11661.2
中野区,20189.2
町田市,5961.0
調布市,10385.2
八王子市,3113.4
板橋区,16656.0
品川区,16078.4
府中市,8708.5
文京区,18269.3
豊島区,21881.5
北区,16296.5
墨田区,18007.7
目黒区,18253.7
練馬区,14869.7
